Subject Common Name,Subject Org Name,Country Name,Org Unit Name,Validity Period,Key Signature,Serial Number,SHA1,SHA2,Issuer Subject Common Name,Issuer Subject Org Name,Issuer Country,Issuer Org Unit Name
Verokey High Assurance Verified Business ECC,Verokey,AU,,2022-03-17 => 2032-03-16,EC 384 / sha384ecdsaWithECEncryption,09f08187d7468d1f4ba0e21c83d10972,B330F78FA23F5AFD5D695C73D9581714597173E2,34263E9424D819B94BCFA87E69DD9EF43205D4E2DE84A53497314063D822969B,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
Verokey High Assurance Verified Business G2,Verokey,AU,,2022-03-17 => 2032-03-16,RSA 4096 / sha384WithRSAEncryption,0643707af9641ffd0935ecf2b0ce92a7,4411F7D7300C894FA34DD2DBD54224A9A9A15176,BE89264A58313012B749603C9BEBC3CD7914DB716A49E5E0EA97E43A3883A5DF,DigiCert Trusted Root G4,DigiCert Inc,US,www.digicert.com
Verokey Secure Web ECC,Verokey,AU,,2022-03-17 => 2032-03-16,EC 256 / sha384ecdsaWithECEncryption,0809a7f1e9a7b39bf85ba12106c4b58b,1F7849582032CABF07F3E89A34B864BD6D9682C0,BCFD2614E42D63C59691C3CE8BEC792DE2FCE89CED4F9C460D0A848573074FCB,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
Verokey Secure Web G2,Verokey,AU,,2022-03-17 => 2032-03-16,RSA 2048 / sha256WithRSAEncryption,0201fbca7142253afef8d1374511c9c8,30CD63E4556AAA756330F72FEEADEF1D5BAE57C4,5EE5AAD704A8B698883F4029720C8FA1CB79C9FA3463CC24340629EBE6C5A62B,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
Verokey Verified Business ECC,Verokey,AU,,2022-03-17 => 2032-03-16,EC 256 / sha384ecdsaWithECEncryption,0b78041e1c39aa978662004794a6ac57,73B1EC8E14559C09FFD825CBA06D80729DF15DDB,F1ED3B35C92FA5DAAAA3DD45F99EBA3B823A2FB1C24A89CED1699D95E02564A2,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
Verokey Verified Business G2,Verokey,AU,,2022-03-17 => 2032-03-16,RSA 3072 / sha384WithRSAEncryption,02a37d755bdb0af370bccac1771516ba,6A30D442EE936C5AAC29E568C577A2CF1CF326ED,7EDBE6F8C49A1E3988CAADD438B72F07B6AF9CE751CF5835163161D63CAE4DDF,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Secure Auth CA3,"DigiCert, Inc.",US,,2022-03-31 => 2032-03-30,RSA 4096 / sha256WithRSAEncryption,02832e3adb3fb8dd94c1d4a5909ac6aa,8B48FEE8C0A83F2C0F062EFCA7E27AB9FC8C7E8B,4A5B67AE540E54E158B0976F82FCFBD70BBA5C63CA1A5826819810212732B646,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Assured ID G2 TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-03-31 => 2032-03-30,RSA 4096 / sha256WithRSAEncryption,0d291711769298858ab1f0bcf73b62ca,BD9CE9FA63F4BF8FEC767E9E5F92CB352DB93382,43A70E3620BC452339D878AA68F2E5358AC4607AC722C4D77D3C4D2C204F7F71,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
MSFT RS256 CA-1,Microsoft Corporation,US,,2022-04-28 => 2032-04-27,RSA 2048 / sha256WithRSAEncryption,0afd5e446f5cf3d6000e9e46c226dff6,15FD96E81A2004C1D2C26EC78E53526EB0B82F25,F5D4CAD53B3F2EF39810DA6D3CD5FF7663F4ABB87738827CCECAFF6FCC3EAFC4,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Global G3 TLS EE+ ECC384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-04-28 => 2032-04-27,EC 384 / sha384ecdsaWithECEncryption,090f5347ddfb65369dfe8af20780564d,DB44A033648405B2814ED2AD58B9E35C27DBF0C2,15E77C59404015659EE26F92561F007AAF53986A27926F0E707585C2A7F301B8,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Global G2 TLS EE+ RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-04-28 => 2032-04-27,RSA 4096 / sha256WithRSAEncryption,02d7a5b9a7824019eebed6e997888ae6,1DC7F31A2955B0F3B34E79D32F410E43C657505F,B915B806A8B7BE2E3809F2E932996E7C10CC82691864A89606BD50080DC2EAB3,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
GeoTrust G5 TLS EC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-05-26 => 2032-05-25,EC 384 / sha384ecdsaWithECEncryption,06c38cefbb7640e62d74d55aea9a7f38,92B6192444A488FF71171449680139A1815EAA27,72F104084DB7914BD8AFE6E347B9257ED4C1D7FC71D3F1E51F3CF47B739B386A,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
GeoTrust G5 TLS RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-05-26 => 2032-05-25,RSA 4096 / sha384WithRSAEncryption,0ea71ab4b9b30f67f5a6e631769dce9c,FBF6847A21BA2AEBEB859E547081BAD8D1B3FBD3,0030C68C53FC05237FCC7AB6017D81FEBBA06315526C57F7E72907C87B982B61,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
Thawte G5 TLS EC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-05-26 => 2032-05-25,EC 384 / sha384ecdsaWithECEncryption,0a8f3ef9e063f81696b5529474d6ec93,6DBCBB05629EC516057CED97374E0D11F430D6EA,7F4E38B8B22F91DAF46ED5856D6E7F1180296FB152C026473C6328519D2AC99A,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
Thawte G5 TLS RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-05-26 => 2032-05-25,RSA 4096 / sha384WithRSAEncryption,02fe2ab3226901c01483803d28cce1f2,7318D09A4672B235DC733DC671F8B456CE852A6E,48569C4FABFF4E3AA22E0E19613E90DA89AA2EE2469B0718695437F5384EDC4C,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
RapidSSL G5 TLS ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-06-02 => 2032-06-01,EC 384 / sha384ecdsaWithECEncryption,092b4dbedcfcc31ec793d1881be170ec,A34E42A3D04BBBCA61B31A0188604EDFFA103CBA,D2A3D4ED9C05964F4A0984381933C5AB1E93E4A0BA7FCDD60940946D68BD6262,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
RapidSSL G5 TLS RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-06-02 => 2032-06-01,RSA 4096 / sha384WithRSAEncryption,074f2d8c4376a9a0bbddb9198ecbb2f5,C88639880CDF91963167E30D9652A55BCD9F9E71,BB320985266F61C5D182724F15CEC428A698ED71262B4E097CB11AED8A41AAE6,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
Bechtel Managed SMIME CA,Bechtel Global Corporation,US,,2022-06-23 => 2032-06-22,RSA 4096 / sha256WithRSAEncryption,0c59b26e4177d4a6687e1c33b2f87e22,B39E7C39C3BAFB68E886691E1DE26427CA2F7AFD,D1A7ABBA00B566B8C6A4BD99A242740C45A5C5FCE6651213A3CD292E1FDCF3B5,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
GoGetSSL G2 TLS RSA4096 SHA256 2022 CA-1,EnVers Group SIA,LV,,2022-06-23 => 2032-06-22,RSA 4096 / sha256WithRSAEncryption,023d1a26fef453c921e5983a61e56613,013885E8A728D33881AEA36D1B921AFCC017F0ED,8AADF068A1B7C04B3E346F7C97FD9619FFF14ECC6C82C2F15594B9732F3F3E72,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
GoGetSSL G3 TLS ECC P-384 SHA384 2022 CA-1,EnVers Group SIA,LV,,2022-06-23 => 2032-06-22,EC 384 / sha384ecdsaWithECEncryption,0f002c424efe8514ad7c009a23d76128,CC2132A565752F06B4751F7263356ED65056EDC8,7E687FA866802535C3AFC393939376D4BF0FD753D9421719A8AA91A4FF305AD2,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
GoGetSSL G4 CS RSA4096 SHA256 2022 CA-1,EnVers Group SIA,LV,,2022-06-23 => 2032-06-22,RSA 4096 / sha256WithRSAEncryption,07843dad01c115c274ee41a728224679,3EBBEBC27E73199F14666FD6FF49159AD82A846A,D5B54EBE9373F451FF0AE7CD6BC6A1FB2BD03EE9C54AB4CA019ACFC14B6E50D6,DigiCert Trusted Root G4,DigiCert Inc,US,www.digicert.com
DigiCert G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-12 => 2032-07-11,EC 384 / sha384ecdsaWithECEncryption,0188ae456e9fb3cf4ccac0d740258a8c,3EFC77C9EA1DABB0A752C67F633D29B2E51BE47A,915EC8DCC237FA932CB0245A996FF3A711550A464214FD7512F225AA608061C8,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
DigiCert G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-12 => 2032-07-11,RSA 4096 / sha384WithRSAEncryption,01fc814a0c435e74f7472d0b0382fea2,B7D9D62CFB4E5C3AE271628FBB3B7CD84DEE9153,AB7EF705B0B8DB2291C2BC8DC9F69AD8345A3CC543DB8CDC49A8B419282DEA22,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
GeoTrust G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-12 => 2032-07-11,EC 384 / sha384ecdsaWithECEncryption,0af7f6edbb3e2aa2b215ac39baa0ae54,4E48C989D7B24C45851F77859095A6C3A24C9AF0,E43BAAD78B78F9EEA6903E56F456DEC24BD9648C13AE02E2DE17A1F84F3D0807,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
GeoTrust G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-12 => 2032-07-11,RSA 4096 / sha384WithRSAEncryption,080fd366b5992f85c69224efbbf548d9,F18DB490EFAC1C4EB3C6F21DC6E4DFAF4B521D72,2B6D199F7E35C8C67E0BBA829F92991CF31466265E11FA30BD19FC5B6C36151C,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
Thawte G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-12 => 2032-07-11,EC 384 / sha384ecdsaWithECEncryption,0759f0229980f91b3d60902cf18f3957,459EB67BF2749D7438E5064EF2ACCD42AA96FEBE,D604F0148A25D93BAB577D38705CBAAE2C4477DE7EB51D86A0F6B26584013D7A,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
Thawte G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-12 => 2032-07-11,RSA 4096 / sha384WithRSAEncryption,0bb810fd3c34490efc97ab87e7e6a3ac,DF11AD9F37EF4979A1C3C4DF1002351DC87B930F,1E89E3D2702D3F1735DCE7DA99561600534A06454A94874D0780D0443CAF4151,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
Cybertrust Japan Secure Server ECC CA,"Cybertrust Japan Co., Ltd.",JP,,2017-07-13 => 2032-07-13,EC 384 / sha384ecdsaWithECEncryption,058c999e17519b07be79ed47b52279e4,6504872ADBE1B5BFA338A1601A195A7C45D36009,C3683F7D91754219DADA4E8DC30E4B18BD3928B53D3AB93D07384BC5871CE355,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Trusted G4 AATL RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-07-21 => 2032-07-20,RSA 4096 / sha384WithRSAEncryption,080c394b5453ef40c1cd00c04bf6ff05,D8BA94FC3BDCD6C1746C2D49B5771681614DE545,D149AF9F74029C8DBD957022BE03707F110DB1E1D0E55DDA11376A8F766D367E,DigiCert Trusted Root G4,DigiCert Inc,US,www.digicert.com
GeoTrust G5 TLS ECC P-384 SHA384 2022 CA2,"DigiCert, Inc.",US,,2022-07-28 => 2032-07-27,EC 384 / sha384ecdsaWithECEncryption,08d07bc574a4b3e66eeb509650844733,B0F18F695C369637DE30A675DB8750C816F6F5B3,66E795550B16497E7CF4566EC63B56660F28DBD551C357C526FBB0D7620A8112,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
Thawte G5 TLS ECC P-384 SHA384 2022 CA2,"DigiCert, Inc.",US,,2022-07-28 => 2032-07-27,EC 384 / sha384ecdsaWithECEncryption,0e6a452d295dc9a56512204f88bfc1a0,2CFE7F1F8BF05CA3A05692F39A07067C43760360,0215DB7E22D36D0E7535A12691A9EC0DC7F43D83AB580C0709711C1E7A9B55EC,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
DigiCert Omni TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-08-01 => 2032-07-31,RSA 4096 / sha256WithRSAEncryption,01e60c88deb373650d1847374db19707,6C68605DAFAF54FA7BFD453A4E5FEEA347E8FBCD,632ABAFBCDD7E86A19EDCB404332A9003A0478D75D58D86AAA776570B1D874E9,Verizon Global Root CA,Verizon Business,US,OmniRoot
Nedbank Limited Public CA-2,Nedbank Limited,ZA,Digicert PKI Platform Individual Subscriber CA,2022-08-03 => 2032-08-02,RSA 2048 / sha256WithRSAEncryption,083e19f037a38b4b7bd72090e8444530,D9B8B6F7F0392E94B45FF09A1B9312ACD72181BF,F392F1416B914915D910F7A7289B0636019823F3828416F55DC3EB044E13DB91,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Cybertrust Japan ECC EV CA,"Cybertrust Japan Co., Ltd.",JP,,2017-08-24 => 2032-08-24,EC 384 / sha384ecdsaWithECEncryption,0d6a908d7c2e896162db60a1c9b385f8,D517BFAD08702C10F086DDC192E702748BB716D6,92E3770B1EB44F84C2F2CB0097C2FD7126BD212B41C2610E78DDFD8946761738,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
NAIMES,FAA,US,,2022-09-01 => 2032-08-31,RSA 2048 / sha256WithRSAEncryption,04ecea4981b3905b6be6ee5f8e143f32,5A76C4C983887EBD8A18F462C9865972ADA3EA70,78E69AD84C6464BC56C539C534FCC69CE709557EABB69390139B1AD9EC4A4207,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Encryption Everywhere G5 TLS ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-11-03 => 2032-11-02,EC 384 / sha384ecdsaWithECEncryption,0ccd1d4dff28bba51be924898713520a,1A486DFE2DE7E489D38C84491E5E8926DD80608E,AD7F57AA3FC5EAF4310224A4750A97CD879DE1989D4B86AB08B7A28373BCB489,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
Encryption Everywhere G5 TLS RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-11-03 => 2032-11-02,RSA 4096 / sha384WithRSAEncryption,03f9bb688256a8a0242256f087462651,FE7B18631EB29A1F69DDD47BDB2DAA5E6D4682E4,654BF73B2639091FA18F296755B704959F52F67FDF7A65AAF1C315441201A09D,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
KMS Solutions LLC Email CA,"KMS Solutions, LLC",US,,2022-11-10 => 2032-11-09,RSA 2048 / sha256WithRSAEncryption,091dcb621825f495a0544a9567277ed6,EC631013D19A9FF4FE36E09D54F7BEBB40F77112,A42AD4E053901C06BEF79F9A7A03DB0631C2B64F780EFAB753CFB2629EFB648D,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Basic EV G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,02618648254ce2af26619d994b06be4e,02B86911E7B5E10320F8015132D7C12CE012AADF,8534345E71F5450B6BD2758CEF8495547008A6E302AC8DAC625361CB24DC6BD5,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Basic OV G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,02361857392757c7ce46336cbc47cda2,60707270F2100EE2B771FEC9EFFAD8C9BFFE3358,F16C99CDE19ED1ACE8B4FBC700E05E7EFF2116FD6A22427766B251C6E8BB3CE7,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site EV G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,0722ed6371ad742ddbdab18e596d2980,02460F608B9F6D4F25857DCD978606DDB32E28A0,8FC89B7368A29129735677440476908711DA8F3F04C0AB6A61D6DE9D4EB4D1C2,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site OV G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,04c1b960191fcabedcda9301a6cd78c3,92BCC52C87F830EB7AABF7DB778CDED1AB1C28D8,7CD6CDD25EEE2512AAF1419AFD44C146C43AA1093D5A60D4ED39EFBDDA815AD4,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site Pro EV G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,0b7b05c51dd44872726149e2a02b4cf6,B917AEA373ABE3CF508612DDBF90D76A8030C636,B480E11A6BD0C2BC538B1C7DB1C63B40694E5DEDD93752D082D9FD422FCB3FBD,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site Pro G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,0fc9fffd217e9f57f5ea1e2d80d92050,5D5D0F9506F64D22DCD771A07E7433070A98FA73,826EBD90E946C25D3DF05ABFB911AC0A426C7A9A063B7224464710BEC5A58CE1,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
GeoTrust EV G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,069a3a15f9688aa8f14865ca82305cd3,470CB67A4C957C18535B8AA8164E2ADFB3C5D30D,6FE24FBFFBBFFBDC3BE69A472DBF75EF30CACF8AEA319F3893654C91BAB91143,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
GeoTrust G2 TLS CN RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",US,,2022-12-15 => 2032-12-14,RSA 4096 / sha256WithRSAEncryption,0f06bb09306148267fca1b71c1db807d,57F1A47C5BC0677B70A092572ED8C9285BDBEEAA,05DC9EDC0FDDFA975A1432EF806EC780078B5362AD45AF76DB15C907630DB25D,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Basic EV G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,0248c9670c8c4023de22adc57266558d,A8D6BAD7529A3B84CBBB9BB7E67C513C88397D5C,1CA57EF159812BFBE2D8106F6152E51DDD0A5A4C9489CD097595B797CB37843E,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Basic OV G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,01484637b5aacf53c276a96852c2bf32,9355B7783FFF5DF69FE98FAF08F7B66CD4B94B99,B5528F4A43957E1ABBE08C4EBF2D8ACF4C2C1914D6354117492C8C3FE033FD97,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site EV G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,034141e01c9d8c1cf09a2fbd3e0776a3,D95FAA6B1052B39A273C1B15DC882BBC67601463,943BC406B0B45ACF88413045227265703F1AC8B21D6FBC2B8CBDE59D7CE51B81,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site OV G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,03d9b6caf0f980f596d057540ebce19e,E6FC77CF77F54DE535E7D7A0BD0D45B46249E611,38D530FB170053617E47AA6CEFF21C2DB43C9D96741AF1584566072091474BB3,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site Pro EV G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,0b3cf2ec6fdfdc9c2001bbe6a944a5b0,EB8D72170CC1C6BD7985A3A0A20F79CF89532032,95F6B9230F27FB5FC0CB29443DBE7300168B5992C7558F3F63D4352F32B8C9CB,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Secure Site Pro G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,01b56f4669482042037348f8f8480cce,9E5D7B07BB380565473B440CCA722D58AA8B7193,34CDC67D88D25217ADC8A25348E114CBEC63148391CFA475D382874695202D2C,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
GeoTrust EV G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,07f563c85f59a348914eade3a44dcd99,9F995EC7C97E7FE71302BE667C5353942F2DDFF5,02F40238BA372E9DF51D7540E04EDFEDAB5439323F9A02DF5B38C074CA7D406E,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
GeoTrust G3 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2022-12-20 => 2032-12-19,EC 384 / sha384ecdsaWithECEncryption,0312a508b9be58ebd3d15d5e9897292f,72EC6BBFD49F2101846DA5229D87BA3289B90365,662871C80F4E0FD219EA69AAFC4D28AD7B41E9381560BEE787848D4EEF1CBF24,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Basic EV G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,031f44003420f3f324f70c0c43a35f47,E6FFF5EDABDF71AD3F1BEB651F50104972849A7A,7BAD1EBDE38C5226B5CE118E386775FAFBC4C8A545598D965CD01E97491DEF8F,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
DigiCert Basic OV G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,0bf3f845f432c66c4f2174bc4d6fbd4d,1F0B993E649501CC8EB557D9FC187F64CC959F9C,AFED062E87DF98182AD9BEF7EB13C0E2F2B6698AB4E3F33932A10E286E024E9D,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site EV G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,0bc1c8073c0c08c3facc56428b95a6c1,90C77C1284988FEF0445E3F6CC23E6599958F0BE,65248FA866C854908D0DB045F88CDABC9452553B982AECE6B0D845866B426B7F,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site OV G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,08859702b74a1261e552ab3def2b0d8e,F17ED90A3EF7656DD78E6E6F50E3A3060C857524,5534127F056498B4CF1C967365B1DC2D44F33109ABCFA6454F25BEE4F2B65481,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site Pro EV G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,0baf85a2cb779621fcb263d8ccbf612f,30A70C6EEE7BD53869357BB6408109841B70DB3A,7A3839D4B8790B197440C94DA687DCEB1A5AC07D936F81ACF40B163364B0A951,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site Pro G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,064c2e089a41a16517b20a5e88a7099f,0B76323A6931DDF7BEEDE6A4ACCDFC6DDA09B538,AAA627EEDAC466DBC4C7750C87D999588AB4B03E74B9BFDCDA2902DD36DAE0F8,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
GeoTrust EV G5 TLS CN RSA4096 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-12 => 2033-01-11,RSA 4096 / sha384WithRSAEncryption,0df43dcc25fecf8ad8fed641d4eb8728,BB544AF30629E4C79BE96298D44546E72592E228,25026FEBE5324EEACA89376B13EDB96991594112C311120D579364E3CC0442F4,DigiCert TLS RSA4096 Root G5,"DigiCert, Inc.",US,
DigiCert Basic EV G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-19 => 2033-01-18,EC 384 / sha384ecdsaWithECEncryption,09210424d7592d79eb5c6e31ba07f34e,0F5D72E1C090544B6F573CCE361308A53FFB01E7,FDB76E78A450C0F3AF093D5186C3B28A1280567A0EC531CA5977FF4E616B35E3,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
DigiCert Basic OV G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-19 => 2033-01-18,EC 384 / sha384ecdsaWithECEncryption,08ff57661ff839ad453657f457e383a4,C6888737BF74B00224B1751814809F5471BC49F3,1D75A0B37B4AE11E883C97D3FF0DC5D84D93FE129C12DD78086C4A78DAF3F709,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site EV G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-19 => 2033-01-18,EC 384 / sha384ecdsaWithECEncryption,091394d9bccec5005bfc1dd9edaa2446,909C42F5F1E6241E6E6DD3925A72CCB92752859B,49C1F25A88B5B15A80C1A2DA11589111C5AD8E222104FDC49022FD6AEF1CF54D,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site OV G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-19 => 2033-01-18,EC 384 / sha384ecdsaWithECEncryption,03b086276ca942c7cda47902f3111929,5AE17F245F9B77372606AC7B2611653EDDB03FE5,9E561A4B486076C219F3C95387BF11670D72F6C4F0DCD9BBB47F59F5C142EF88,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
DigiCert Secure Site Pro EV G5 TLS CN ECC P-384 SHA384 2022 CA1,"DigiCert, Inc.",US,,2023-01-19 => 2033-01-18,EC 384 / sha384ecdsaWithECEncryption,0f4e4e0a2495a9d401208cdb576c3fb1,FC585A5BC25F4727625FF03CFC5A89C7179BAD1E,290E698939A24F7B63AB14D0490DE92BEBEF6C1C2D3BE717F3775B71C1AB626D,DigiCert TLS ECC P384 Root G5,"DigiCert, Inc.",US,
